订单编号,订单状态,下单时间,发货时间,支付方式,商品型号,商品编码,商品件数,商品金额,优惠金额,实付金额,收货人姓名,收货人手机,收货人地址
81417556230882,已完成,2021-01-24 06:12:39,2021-01-24 17:11:39,借记卡,哇鸥乐意优享礼盒,2101,2,890,30,860,王宇,13834467463,黑龙江省芳市西夏李街y座 486502
81417556231614,已关闭,2021-01-24 11:45:01,2021-01-26 19:52:57,借记卡,哇鸥顺意优享礼盒,2110,7,7826,0,7826,黄浩,15512102235,福建省南京市翔安合山路v座 523829
81417556231068,已完成,2021-01-23 05:44:42,2021-01-31 15:50:38,借记卡,哇鸥顺意优享礼盒,2110,4,4472,20,4452,王娜,13089624202,四川省志强市房山王路Y座 156604
81417556230930,已关闭,2021-01-23 00:35:13,2021-01-26 08:42:43,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,胡岩,14596256273,广东省宜都县清城孙路S座 382523
81417556231524,已关闭,2021-01-21 07:29:28,2021-01-31 16:34:25,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,刘勇,13233065589,吉林省丽娟市高港六盘水街J座 331729
81417556232853,已关闭,2021-01-21 17:00:52,2021-01-30 09:44:43,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,杨秀华,15171956459,西藏自治区飞市沈北新许路F座 204421
81417556231996,已关闭,2021-01-22 15:36:12,2021-01-24 05:11:01,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,王勇,13528978525,河北省郑州县蓟州潜江路G座 392438
81417556232097,已完成,2021-01-23 23:50:52,2021-01-31 08:38:58,借记卡,哇鸥顺意优享礼盒,2110,3,3354,30,3324,李颖,13396475481,天津市济南县金平长春路A座 120446
81417556232865,已完成,2021-01-26 17:35:49,2021-02-01 09:45:00,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,韩浩,15977955389,甘肃省兰州市魏都吴路J座 104287
81417556231641,已完成,2021-01-23 00:41:20,2021-01-27 19:14:33,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,王桂兰,18861961685,宁夏回族自治区西安市南湖广州街G座 720948
81417556230817,已关闭,2021-01-26 21:43:21,2021-01-30 08:13:02,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,李成,14713238581,上海市东莞市秀英天津街v座 750890
81417556230859,已关闭,2021-01-21 15:38:12,2021-01-30 23:31:36,借记卡,哇鸥乐意优享礼盒,2101,4,1780,30,1750,赖艳,18020126247,湖北省柳市南溪张街l座 139748
81417556232685,已关闭,2021-01-24 04:07:24,2021-01-30 21:40:44,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,田瑞,15936746224,上海市西宁县沙市潮州路X座 385824
81417556230080,已完成,2021-01-29 02:21:05,2021-01-29 06:16:05,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,陈俊,15526117371,江苏省柳县海陵六安路J座 662253
81417556232749,已完成,2021-01-22 16:09:07,2021-01-27 13:48:25,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,余秀珍,15847212721,香港特别行政区云县上街辽阳路B座 782704
81417556231193,已完成,2021-01-30 15:52:47,2021-01-31 20:58:44,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,徐兰英,14792806856,贵州省柳州市大兴鞠街l座 550992
81417556230093,已关闭,2021-01-23 11:04:57,2021-01-24 05:02:34,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,崔军,13611457571,湖南省嘉禾市长寿袁路V座 321385
81417556231122,已关闭,2021-01-22 06:09:22,2021-01-24 00:04:16,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,陆峰,13757479226,浙江省金凤县江北东莞路p座 341378
81417556230517,已关闭,2021-01-21 07:34:42,2021-01-23 20:57:44,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,鄢桂英,14505920434,山西省金凤县滨城汪路x座 529983
81417556232545,已完成,2021-01-31 07:06:19,2021-02-01 22:35:39,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,陈杰,15691565809,台湾省浩市永川邵路n座 929406
81417556231056,已完成,2021-01-26 05:25:26,2021-01-27 03:18:08,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,杨利,18553622203,河南省北京县怀柔太原街p座 450909
