订单编号,订单状态,下单时间,发货时间,支付方式,商品型号,商品编码,商品件数,商品金额,优惠金额,实付金额,收货人姓名,收货人地址
81417556233348,已关闭,2021-01-25 03:11:29,2021-01-26 20:03:43,借记卡,哇鸥乐意优享礼盒,2101,8,3560,0,3560,李桂香,山东省岩县高明黄街B座 930585
81417556237624,已关闭,2021-01-21 13:49:46,2021-01-27 14:28:29,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,曾瑞,甘肃省桂芳县金平宜都路d座 624201
81417556232976,已关闭,2021-01-24 03:39:15,2021-01-24 14:42:07,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,魏岩,山西省南昌市长寿合肥路I座 681365
81417556231230,已完成,2021-01-25 23:31:19,2021-01-29 09:09:34,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,苑丽丽,宁夏回族自治区玉兰县涪城辛集街D座 945355
81417556233587,已关闭,2021-01-29 21:34:40,2021-01-30 03:43:20,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,黄婷,辽宁省齐齐哈尔市清河马鞍山路b座 856956
81417556239915,已关闭,2021-01-26 18:09:25,2021-02-01 11:50:52,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,侯雪梅,上海市关岭县黄浦辽阳路U座 621850
81417556237572,已完成,2021-01-22 07:44:30,2021-01-27 16:09:50,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,胡帆,黑龙江省福州县蓟州邓街U座 849270
81417556238284,已完成,2021-01-29 20:13:47,2021-01-29 21:11:51,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,尹秀云,天津市台北县城东刘街B座 633048
81417556238607,已完成,2021-01-22 07:22:19,2021-02-01 18:48:46,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,何春梅,香港特别行政区淑英市翔安长春路o座 499263
81417556235551,已完成,2021-01-21 12:31:06,2021-02-01 22:22:23,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,贾彬,甘肃省辽阳市高港杜路g座 477731
81417556237995,已关闭,2021-01-22 03:38:35,2021-01-30 13:17:32,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,黄秀荣,北京市建军市高坪刘路L座 787708
81417556237742,已关闭,2021-01-27 00:04:44,2021-01-28 13:35:26,借记卡,哇鸥顺意优享礼盒,2110,1,1118,40,1078,孙琳,湖北省帆市锡山海门路c座 115433
81417556230354,已关闭,2021-01-24 01:23:10,2021-01-24 03:21:25,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,姚阳,上海市通辽市安次宜都街c座 193323
81417556232987,已完成,2021-01-21 23:42:21,2021-01-22 14:36:44,借记卡,哇鸥乐意优享礼盒,2101,1,445,40,405,倪晨,陕西省石家庄市永川孙街v座 235102
81417556233497,已关闭,2021-01-23 19:06:23,2021-01-26 04:45:52,借记卡,哇鸥心意优享礼盒,2102,1,667,30,637,姜旭,新疆维吾尔自治区燕县南长潮州路c座 353060
81417556230968,已关闭,2021-01-22 14:49:04,2021-01-28 02:37:35,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,王博,湖南省海门市清河海门街E座 144904
81417556237817,已关闭,2021-01-26 01:57:33,2021-01-29 20:27:32,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,王波,福建省合山县花溪王街x座 239600
81417556237259,已关闭,2021-01-25 23:02:51,2021-01-27 14:49:52,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,李平,贵州省福州市徐汇蔡路C座 477263
81417556239763,已关闭,2021-01-26 15:28:10,2021-01-29 00:08:43,借记卡,哇鸥乐意优享礼盒,2101,7,3115,0,3115,薛利,广东省海门市淄川饶路P座 966539
81417556236517,已关闭,2021-01-28 23:19:12,2021-01-30 17:58:17,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,范雪梅,四川省阳市南湖杭州路U座 942105
81417556234534,已关闭,2021-01-21 15:02:25,2021-01-27 04:08:17,借记卡,哇鸥顺意优享礼盒,2110,2,2236,30,2206,陈桂英,贵州省兴城县沙湾潮州路A座 212326
81417556231739,已关闭,2021-01-21 19:43:03,2021-01-30 08:13:36,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,李敏,新疆维吾尔自治区武汉市牧野成都路s座 747990
81417556230059,已关闭,2021-01-23 11:18:13,2021-01-26 09:06:13,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,陈桂芳,澳门特别行政区合肥市黄浦天津街A座 269425
81417556233323,已关闭,2021-01-31 05:25:16,2021-02-01 15:25:14,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,蒋斌,云南省深圳市滨城段街A座 777629
81417556235995,已完成,2021-01-26 23:43:13,2021-01-30 16:55:19,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,陈淑兰,澳门特别行政区秀兰市沙湾高路g座 442720
81417556232818,已完成,2021-01-28 04:29:11,2021-01-29 04:56:00,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,瞿秀兰,黑龙江省哈尔滨县城东兴安盟街s座 403858
81417556239894,已完成,2021-01-22 03:55:34,2021-01-26 00:42:40,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,王英,安徽省太原县长寿天津街x座 135430
81417556232245,已关闭,2021-01-22 01:32:49,2021-01-30 13:44:22,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,金秀梅,广东省健县静安银川路x座 773593
81417556233842,已完成,2021-01-24 15:30:52,2021-01-29 02:39:22,借记卡,哇鸥顺意优享礼盒,2110,5,5590,40,5550,孔春梅,台湾省博县房山淮安街r座 208978
81417556234293,已完成,2021-02-01 18:31:02,2021-02-01 21:24:27,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,周海燕,上海市香港市淄川大冶街W座 749338
81417556232607,已完成,2021-01-25 11:13:51,2021-01-25 16:04:13,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,蒋敏,广西壮族自治区淑兰县萧山曾路g座 115486
81417556237804,已关闭,2021-01-22 09:49:15,2021-01-31 13:44:50,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,郑莉,湖北省昆明市永川上海街B座 975548
81417556230843,已完成,2021-01-25 10:51:40,2021-01-26 03:17:50,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,郑雷,香港特别行政区郑州县黄浦李街J座 578550
81417556232296,已完成,2021-01-21 00:04:35,2021-01-22 15:37:39,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,卢阳,北京市北镇县长寿陈路u座 767252
81417556237410,已完成,2021-01-21 13:56:58,2021-01-28 18:00:37,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,赵杰,香港特别行政区红县怀柔石家庄街y座 712991
81417556231083,已关闭,2021-01-22 10:46:47,2021-01-23 21:25:54,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,叶芳,新疆维吾尔自治区北镇县大东沈阳路n座 465497
81417556239784,已完成,2021-01-22 09:16:06,2021-01-31 22:56:01,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,陈坤,安徽省长春市平山北京路W座 947202
81417556237147,已完成,2021-01-22 06:33:58,2021-01-27 11:23:51,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,张晶,河北省红霞市安次巢湖街n座 426227
81417556233164,已完成,2021-01-24 22:30:01,2021-02-01 22:44:34,借记卡,哇鸥顺意优享礼盒,2110,4,4472,30,4442,杨婷婷,甘肃省桂英市金平潜江街r座 648049
81417556230769,已关闭,2021-01-22 22:30:00,2021-01-24 03:49:48,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,权桂珍,北京市哈尔滨县平山辽阳路p座 457705
81417556236178,已关闭,2021-01-25 10:36:20,2021-01-26 03:19:07,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,倪雷,云南省俊市秀英李路v座 338643
81417556233989,已关闭,2021-01-25 09:59:33,2021-01-30 18:01:06,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,刘桂荣,陕西省西宁市城北陆路w座 278771
81417556233775,已完成,2021-01-27 12:17:23,2021-01-31 19:10:27,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,冷龙,上海市兴安盟县西夏海门路g座 602281
81417556236292,已关闭,2021-01-27 22:08:27,2021-01-31 10:33:45,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,柳淑华,重庆市凤英县和平辛集路E座 989393
81417556239076,已关闭,2021-01-21 14:36:43,2021-02-01 04:52:25,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,李雷,甘肃省亮县沈河大冶街h座 129957
81417556235594,已完成,2021-01-25 00:22:37,2021-01-27 19:53:10,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,严荣,河北省齐齐哈尔县六枝特刘街b座 295700
81417556235614,已完成,2021-01-24 16:39:27,2021-01-29 19:03:07,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,陈红霞,北京市红霞县沈北新赵街Q座 734754
81417556238747,已完成,2021-01-21 19:28:51,2021-01-26 09:56:55,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,潘成,安徽省长春县友好南昌路y座 420075
81417556235125,已关闭,2021-01-22 00:36:03,2021-01-26 06:51:23,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,姜桂珍,新疆维吾尔自治区雷县清城尹路E座 149783
81417556231274,已完成,2021-01-22 06:31:15,2021-01-29 03:34:42,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,汪燕,广东省重庆市萧山李街D座 566077
81417556236912,已关闭,2021-01-22 01:48:50,2021-01-27 08:00:16,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,姚洋,安徽省婷婷县孝南梁路F座 516856
81417556239195,已完成,2021-01-22 20:51:20,2021-01-30 23:04:23,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,曹丹丹,天津市楠县南长张路m座 564234
81417556231147,已完成,2021-01-21 21:57:08,2021-01-27 03:00:49,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,朱婷,天津市台北市朝阳六盘水路g座 711543
81417556232222,已关闭,2021-01-26 16:28:58,2021-01-31 16:50:58,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,邱荣,湖南省长沙市翔安邱路H座 594532
81417556235697,已关闭,2021-01-22 04:17:40,2021-02-01 09:31:39,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,高晶,浙江省深圳市孝南曾路T座 524304
81417556231007,已完成,2021-01-26 05:21:14,2021-01-30 18:18:05,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,程杨,香港特别行政区荆门县龙潭张路J座 105965
81417556231618,已完成,2021-01-26 18:56:05,2021-01-29 05:03:05,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,陶华,山西省淑华市双滦哈尔滨街r座 741765
81417556233331,已关闭,2021-01-26 01:19:31,2021-01-30 08:19:34,借记卡,哇鸥乐意优享礼盒,2101,4,1780,0,1780,毛璐,陕西省林市门头沟陈街O座 617308
81417556237072,已完成,2021-01-27 04:04:38,2021-02-01 05:25:07,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,缪桂花,辽宁省海门市丰都李路L座 188654
81417556232157,已完成,2021-01-23 12:07:10,2021-01-25 22:02:36,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,卓洋,新疆维吾尔自治区南宁县淄川张路c座 906471
81417556238484,已关闭,2021-01-26 21:01:41,2021-01-29 16:34:03,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,杜凯,天津市强县东城黄街N座 455728
81417556237436,已关闭,2021-01-24 06:30:21,2021-01-30 16:02:06,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张东,江西省俊县南溪兴安盟路n座 751982
81417556236994,已关闭,2021-01-28 08:11:32,2021-01-28 08:20:34,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张龙,澳门特别行政区雪县萧山安路Z座 784603
81417556238043,已完成,2021-01-26 05:07:58,2021-01-27 13:35:36,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,文秀梅,吉林省辛集市永川周街l座 719716
81417556230889,已关闭,2021-01-29 08:09:16,2021-01-31 22:04:24,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,沈畅,安徽省合肥市长寿谢路F座 279582
81417556235394,已关闭,2021-01-21 11:49:49,2021-01-23 21:09:46,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,张杰,福建省明市高港合肥街h座 975303
81417556232042,已关闭,2021-01-27 18:33:16,2021-02-01 18:23:19,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,赵娜,山西省超县沈河黄街A座 367709
81417556235674,已关闭,2021-01-24 22:19:01,2021-01-27 20:22:02,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,刘婷婷,香港特别行政区波市璧山福州路m座 963331
81417556239257,已完成,2021-01-26 23:51:45,2021-01-27 21:26:24,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,张淑兰,台湾省玲市西峰李路I座 248036
81417556230783,已关闭,2021-01-23 12:22:17,2021-01-23 14:07:43,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,王莉,青海省南昌县南湖张街L座 600932
81417556236079,已关闭,2021-01-24 04:19:16,2021-01-29 09:58:59,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,邹婷,西藏自治区永安县丰都哈尔滨路E座 174264
81417556236041,已完成,2021-01-21 16:32:35,2021-02-01 00:22:30,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,姜桂珍,新疆维吾尔自治区芳市华龙梁街o座 973772
81417556230856,已关闭,2021-01-25 08:26:06,2021-01-29 12:55:51,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,张志强,辽宁省莹县南长陈路f座 636039
81417556235658,已完成,2021-01-27 15:33:51,2021-01-27 17:08:17,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,王萍,甘肃省晶市大兴齐齐哈尔路y座 655113
81417556230469,已完成,2021-01-22 12:23:24,2021-01-25 17:02:51,借记卡,哇鸥顺意优享礼盒,2110,2,2236,20,2216,王洁,重庆市文县普陀马街L座 648216
81417556231723,已关闭,2021-01-21 08:25:01,2021-01-27 09:44:09,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,张帆,福建省晨县永川辽阳路f座 719516
81417556238300,已关闭,2021-01-27 22:27:36,2021-01-30 15:52:16,借记卡,哇鸥乐意优享礼盒,2101,2,890,20,870,毛金凤,北京市晶市梁平杨路D座 852816
81417556238828,已关闭,2021-01-26 23:51:54,2021-01-29 00:26:54,借记卡,哇鸥心意优享礼盒,2102,4,2668,0,2668,唐洋,台湾省艳市门头沟巢湖街o座 337113
81417556233954,已关闭,2021-01-21 06:02:56,2021-01-27 06:08:28,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,陈淑珍,四川省太原市清浦吴街p座 532890
81417556235855,已关闭,2021-01-22 04:00:11,2021-01-29 09:56:15,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,邓瑜,北京市桂香县合川宾路Y座 135831
81417556230993,已关闭,2021-01-22 00:59:08,2021-01-22 04:08:30,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,李雪,澳门特别行政区秀荣县蓟州长春街u座 677818
81417556232306,已关闭,2021-01-22 11:54:42,2021-02-01 23:37:06,借记卡,哇鸥顺意优享礼盒,2110,4,4472,40,4432,黄玉华,湖南省玉华市华龙惠州街P座 112542
81417556237251,已完成,2021-01-21 23:34:53,2021-01-25 07:09:22,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,陈想,河南省沈阳市高坪梧州街v座 317820
81417556238139,已关闭,2021-01-24 11:52:43,2021-01-27 08:58:29,借记卡,哇鸥乐意优享礼盒,2101,5,2225,40,2185,黎英,黑龙江省沈阳县清浦辛集路V座 526701
81417556236058,已关闭,2021-01-29 07:19:07,2021-01-30 19:01:15,借记卡,哇鸥顺意优享礼盒,2110,7,7826,0,7826,黄冬梅,辽宁省磊市西夏宁德路O座 837381
81417556238706,已关闭,2021-01-28 04:02:54,2021-01-30 19:29:56,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,王秀荣,云南省丹县山亭合肥街d座 702219
81417556233845,已完成,2021-01-21 05:07:44,2021-01-31 13:10:52,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,陆燕,北京市张家港市南长彭路G座 668419
81417556238869,已关闭,2021-01-27 09:14:49,2021-02-01 23:42:10,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,李龙,河北省长沙县牧野香港路e座 624876
81417556233705,已关闭,2021-01-26 01:42:59,2021-01-26 12:35:15,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,王柳,甘肃省鑫县城东康路z座 399194
81417556230648,已完成,2021-01-24 09:49:42,2021-01-26 03:35:26,借记卡,哇鸥顺意优享礼盒,2110,5,5590,0,5590,唐兰英,辽宁省桂花县吉区袁路Z座 458961
81417556239497,已完成,2021-01-24 13:10:14,2021-02-01 16:18:01,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,陈桂兰,黑龙江省玉珍县徐汇许街n座 702974
81417556237851,已关闭,2021-01-24 07:09:24,2021-01-27 11:46:50,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,陆桂芳,安徽省海口县金平兰州街T座 571843
81417556230336,已关闭,2021-01-22 12:01:04,2021-01-26 18:57:26,借记卡,哇鸥乐意优享礼盒,2101,4,1780,20,1760,路建华,安徽省秀珍市淄川太原街c座 855264
81417556234617,已完成,2021-01-22 14:20:12,2021-01-30 08:38:15,借记卡,哇鸥顺意优享礼盒,2110,3,3354,20,3334,易莉,辽宁省辉市秀英韩路m座 217755
81417556235086,已完成,2021-01-24 03:22:20,2021-01-25 12:09:36,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,林彬,山东省合肥市清河台北路R座 373986
81417556231850,已完成,2021-01-22 13:54:11,2021-01-27 03:26:22,借记卡,哇鸥心意优享礼盒,2102,3,2001,0,2001,周丽娟,西藏自治区太原市涪城龙路y座 241520
81417556235386,已完成,2021-01-27 16:31:10,2021-01-30 16:17:28,借记卡,哇鸥顺意优享礼盒,2110,7,7826,20,7806,贾俊,山东省玲县梁平武汉街P座 448461
81417556231461,已完成,2021-01-21 04:02:24,2021-01-23 21:55:56,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,孙志强,台湾省兴城县清浦全街L座 491548
81417556231666,已完成,2021-01-25 12:57:05,2021-01-28 08:37:10,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,王玉华,云南省建县南湖兴安盟街O座 215467
81417556235320,已完成,2021-01-28 09:40:54,2021-01-31 07:43:35,借记卡,哇鸥顺意优享礼盒,2110,6,6708,0,6708,袁婷,宁夏回族自治区秀兰市城北赵街m座 266291
81417556239574,已完成,2021-01-27 11:39:06,2021-02-01 08:30:50,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,莫建,甘肃省娟市南长何街l座 366268
81417556230157,已完成,2021-01-24 04:42:21,2021-01-29 19:28:56,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,张凤兰,福建省潜江市双滦关岭街C座 579314
81417556233105,已完成,2021-01-28 03:19:22,2021-01-31 22:14:37,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,商璐,台湾省兴安盟市大兴通辽街Z座 154982
81417556230698,已关闭,2021-02-01 08:05:11,2021-02-01 17:07:04,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,陶想,江苏省辛集市蓟州关岭街c座 945535
81417556239954,已关闭,2021-01-30 09:00:26,2021-01-31 19:58:29,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,蒋娟,云南省海门县华龙荆门路f座 164660
81417556239302,已完成,2021-01-28 23:17:11,2021-01-30 10:45:54,借记卡,哇鸥顺意优享礼盒,2110,7,7826,0,7826,韩鹏,安徽省柳州县高坪天津路Z座 507379
81417556233706,已关闭,2021-01-29 06:19:38,2021-01-30 02:05:16,借记卡,哇鸥乐意优享礼盒,2101,3,1335,30,1305,蔡林,安徽省旭市清城李街k座 784865
81417556236951,已完成,2021-01-26 11:50:28,2021-01-29 02:08:46,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,吴雪,河南省玉梅市长寿樊路i座 832717
81417556236290,已完成,2021-01-27 16:50:02,2021-01-28 17:42:58,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,陈宇,安徽省慧市城北陈街n座 687407
81417556239749,已完成,2021-01-31 08:47:26,2021-02-01 02:29:03,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,邓秀荣,陕西省宇市萧山海门路T座 308195
81417556236272,已关闭,2021-01-24 15:55:14,2021-01-28 02:46:16,借记卡,哇鸥乐意优享礼盒,2101,1,445,20,425,许峰,上海市娟县大兴蒋路v座 105860
81417556235981,已完成,2021-01-22 02:44:47,2021-02-01 13:21:48,借记卡,哇鸥乐意优享礼盒,2101,3,1335,40,1295,张荣,湖南省北京县西夏郑路A座 677233
81417556235950,已完成,2021-01-25 12:23:45,2021-01-28 07:37:31,借记卡,哇鸥心意优享礼盒,2102,3,2001,30,1971,彭玉珍,黑龙江省哈尔滨县璧山济南街a座 839522
81417556231449,已关闭,2021-01-22 11:10:28,2021-01-26 18:11:43,借记卡,哇鸥顺意优享礼盒,2110,1,1118,20,1098,王龙,湖南省张家港市清城深圳路Q座 523618
81417556233698,已关闭,2021-01-21 19:56:35,2021-01-31 04:39:16,借记卡,哇鸥顺意优享礼盒,2110,2,2236,30,2206,徐柳,辽宁省磊县南湖宋街H座 304970
81417556233885,已完成,2021-01-21 09:23:41,2021-01-27 13:05:59,借记卡,哇鸥乐意优享礼盒,2101,2,890,0,890,梅玲,台湾省广州市沙市夏路P座 840271
81417556239172,已关闭,2021-01-29 12:58:02,2021-02-01 23:22:41,借记卡,哇鸥乐意优享礼盒,2101,6,2670,0,2670,刘丽娟,河南省宁德县黄浦周路E座 961345
81417556232472,已完成,2021-01-23 07:27:37,2021-01-31 12:18:37,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,张芳,安徽省超县西夏武汉街u座 261542
81417556234266,已完成,2021-01-28 01:32:08,2021-02-01 13:25:41,借记卡,哇鸥心意优享礼盒,2102,6,4002,30,3972,杨娜,广东省沈阳市六枝特辽阳街F座 692256
81417556239997,已完成,2021-01-28 01:14:51,2021-01-28 19:09:49,借记卡,哇鸥乐意优享礼盒,2101,5,2225,0,2225,温阳,北京市慧市徐汇徐街U座 840469
81417556235712,已关闭,2021-01-22 20:20:17,2021-01-26 19:55:04,借记卡,哇鸥顺意优享礼盒,2110,3,3354,0,3354,张荣,甘肃省郑州县朝阳姜路u座 841711
81417556239715,已完成,2021-01-25 15:32:21,2021-01-31 19:54:37,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,王俊,甘肃省辉市永川沈阳路f座 921731
81417556238122,已完成,2021-01-23 15:41:48,2021-01-28 22:15:25,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,张桂香,上海市秀英县沙市李路W座 813512
81417556233640,已完成,2021-01-21 20:12:21,2021-01-27 10:41:34,借记卡,哇鸥心意优享礼盒,2102,2,1334,20,1314,李峰,广东省武汉市和平台北路O座 427829
81417556235820,已完成,2021-01-28 11:20:46,2021-01-29 01:02:34,借记卡,哇鸥心意优享礼盒,2102,2,1334,0,1334,李雪,河南省银川县沙湾姚街D座 646140
81417556234933,已完成,2021-01-25 22:09:46,2021-01-31 06:53:58,借记卡,哇鸥心意优享礼盒,2102,12,8004,20,7984,林玉,海南省辽阳县花溪天津路Z座 946672
81417556232029,已完成,2021-01-22 15:05:56,2021-01-30 21:37:41,借记卡,哇鸥心意优享礼盒,2102,1,667,40,627,杨勇,辽宁省济南县上街李路N座 159184
81417556238697,已关闭,2021-01-22 11:16:03,2021-01-23 22:56:55,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,罗健,上海市辽阳市东丽杨街X座 224689
81417556239203,已完成,2021-01-28 18:22:28,2021-01-30 12:54:01,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,沈峰,山东省杰县房山汕尾路H座 678718
81417556233684,已完成,2021-01-24 12:28:48,2021-01-26 12:52:42,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,任浩,台湾省澳门市双滦西宁街l座 481111
81417556230370,已关闭,2021-01-27 12:41:01,2021-01-29 05:21:25,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,徐杰,海南省志强县永川北京路V座 164302
81417556232234,已关闭,2021-01-29 09:47:39,2021-01-31 07:35:49,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,陈洋,吉林省关岭县沙湾苏路d座 516970
81417556238260,已完成,2021-01-27 00:04:05,2021-01-31 00:25:45,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,张洁,重庆市桂荣县梁平周路a座 610412
81417556236282,已完成,2021-01-23 17:39:27,2021-01-27 19:52:54,借记卡,哇鸥顺意优享礼盒,2110,3,3354,30,3324,李波,内蒙古自治区昆明县丰都杨街K座 300694
81417556236703,已关闭,2021-01-24 14:09:18,2021-01-30 13:29:51,借记卡,哇鸥心意优享礼盒,2102,3,2001,30,1971,章桂珍,湖北省平市崇文郝路Y座 310310
81417556231217,已完成,2021-01-24 18:18:21,2021-02-01 05:49:17,借记卡,哇鸥心意优享礼盒,2102,2,1334,40,1294,袁辉,安徽省秀珍市友好李路t座 121725
81417556235967,已关闭,2021-01-23 19:28:35,2021-02-01 21:26:03,借记卡,哇鸥顺意优享礼盒,2110,2,2236,0,2236,陈瑞,江西省长沙市长寿杨街I座 498875
81417556231837,已完成,2021-01-23 17:58:14,2021-01-30 22:06:54,借记卡,哇鸥心意优享礼盒,2102,3,2001,20,1981,莫桂芳,甘肃省宜都市永川张路C座 102143
81417556233418,已完成,2021-01-21 07:12:19,2021-01-25 17:48:00,借记卡,哇鸥顺意优享礼盒,2110,1,1118,0,1118,杨磊,山西省华县牧野沈阳路c座 581120
81417556237757,已完成,2021-01-24 01:00:20,2021-01-27 21:41:53,借记卡,哇鸥心意优享礼盒,2102,1,667,20,647,龙亮,云南省帆市合川惠州街M座 668656
81417556239452,已关闭,2021-01-22 04:49:48,2021-01-26 17:26:01,借记卡,哇鸥乐意优享礼盒,2101,1,445,0,445,颜燕,海南省宁德市高坪广州街c座 698213
81417556230475,已完成,2021-01-29 17:36:09,2021-01-31 01:49:53,借记卡,哇鸥心意优享礼盒,2102,5,3335,40,3295,周华,广西壮族自治区辽阳县普陀陈街y座 611240
81417556238028,已关闭,2021-01-23 07:55:19,2021-01-24 11:56:28,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,覃玉兰,吉林省哈尔滨县江北李路L座 344842
81417556231547,已关闭,2021-01-22 01:47:51,2021-02-01 10:26:01,借记卡,哇鸥心意优享礼盒,2102,1,667,0,667,赖瑞,贵州省兴安盟县新城南宁街c座 375843
81417556230042,已完成,2021-01-23 18:57:41,2021-01-28 01:19:21,借记卡,哇鸥乐意优享礼盒,2101,1,445,30,415,周丹丹,天津市涛市白云李路w座 608921
81417556234020,已完成,2021-01-27 07:01:59,2021-01-27 22:53:56,借记卡,哇鸥乐意优享礼盒,2101,3,1335,0,1335,汪东,新疆维吾尔自治区北京市大兴香港路f座 784729
81417556230019,已关闭,2021-01-22 08:50:50,2021-02-01 22:26:30,借记卡,哇鸥顺意优享礼盒,2110,4,4472,0,4472,满秀芳,新疆维吾尔自治区荆门市和平兴安盟路b座 747605
